LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,road_number
LRP006b,6.398,Culvert,End of Box Culvert,23.2858052,90.3583333,Z8607
LRP007,7,Km Post,Km post missing,23.2848052,90.3527222,Z8607
LRP007a,7.161,Culvert,Pipe Culvert,23.2852497,90.3513333,Z8607
LRP007b,7.561,Others,WBM Road Start,23.2867219,90.3478608,Z8607
LRP008,8,Km Post,Km post missing,23.2861663,90.3436663,Z8607
LRP008a,8.054,Cross Road,Z8012,23.2860552,90.3432774,Z8607
LRP008b,8.133,Others,Start Bituminous road,23.2858052,90.3426108,Z8607
LRP008c,8.259,Bridge,Start of Bridge,23.2849997,90.3415552,Z8607
LRP008d,8.358,Bridge,End of Bridge,22.2849997,90.3406663,Z8607
LRP008e,8.483,Others,Start Earth road,23.2841941,90.3399441,Z8607
LRP009,9,Km Post,Km post missing,23.2810271,90.3361663,Z8607
LRP009a,9.121,Culvert,Pipe Culvert,23.2803049,90.3353052,Z8607
LRPE,9.358,Others,Road end at Shaora.,23.2788327,90.3336663,Z8607
,,,,,,Z8607
,,,,,,Z8607
,,,,,,Z8607
,,,,,,Z8607
,,,,,,Z8607
"LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,",Z8607
LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,Z8607
LRPS,0,Others,Start from Naria in front of Rridoy store.,23.3088611,90.4037778,Z8607
LRP001,1,Km Post,Km post missing,23.3035556,90.3981663,Z8607
LRP002,2,Km Post,Km post missing,23.2998886,90.3902219,Z8607
LRP002a,2.139,Culvert,Start of Box Culvert,23.2994163,90.3890274,Z8607
LRP002b,2.153,Culvert,End of Box Culvert,23.2993886,90.3889163,Z8607
LRP002c,2.7,Others,Start WBM road,23.295833,90.3856663,Z8607
LRP003,3,Km Post,Km post missing,23.2940552,90.3835552,Z8607
LRP003a,3.487,Culvert,Star of Box Culvert,23.2908608,90.3970552,Z8607
LRP003b,3.5,Culvert,End of Box Culvert,23.290833,90.3803049,Z8607
LRP003c,3.629,Bridge,Start of Bridge,23.2899997,90.3794716,Z8607
LRP003d,3.654,Bridge,End of Bridge,23.2898608,90.3793049,Z8607
LRP003e,3.66,Others,Start Earth road,23.2898608,90.3793049,Z8607
LRP004,4,Km Post,Km post missing,23.2908608,90.3763327,Z8607
LRP004a,4.282,Culvert,Start of Box Culvert,23.2924997,90.374416,Z8607
LRP004b,4.96,Culvert,End of Box Culvert,23.2926108,90.3743604,Z8607
LRP005,5,Km Post,Km post missing,23.2889441,90.3693327,Z8607
LRP005a,5.427,Culvert,Start of Box Culvert,23.2880274,90.3822493,Z8607
LRP005b,5.437,Culvert,End of Box Culvert,23.283333,90.3654722,Z8607
LRP005c,5.774,Culvert,Start of Box Culvert,23.2872219,90.3633611,Z8607
LRP005d,5.785,Culvert,End of Box Culvert,23.2871941,90.3633333,Z8607
LRP006,6,Km Post,Km post missing,23.2897774,90.3613889,Z8607
LRP006a,6.388,Culvert,Start of Box Culvert,23.2858052,90.3583889,Z8607
LRP006b,6.398,Culvert,End of Box Culvert,23.2858052,90.3583333,Z8607
LRP007,7,Km Post,Km post missing,23.2848052,90.3527222,Z8607
LRP007a,7.161,Culvert,Pipe Culvert,23.2852497,90.3513333,Z8607
LRP007b,7.561,Others,WBM Road Start,23.2867219,90.3478608,Z8607
LRP008,8,Km Post,Km post missing,23.2861663,90.3436663,Z8607
LRP008a,8.054,Cross Road,Z8012,23.2860552,90.3432774,Z8607
LRP008b,8.133,Others,Start Bituminous road,23.2858052,90.3426108,Z8607
LRP008c,8.259,Bridge,Start of Bridge,23.2849997,90.3415552,Z8607
LRP008d,8.358,Bridge,End of Bridge,22.2849997,90.3406663,Z8607
LRP008e,8.483,Others,Start Earth road,23.2841941,90.3399441,Z8607
LRP009,9,Km Post,Km post missing,23.2810271,90.3361663,Z8607
LRP009a,9.121,Culvert,Pipe Culvert,23.2803049,90.3353052,Z8607
LRPE,9.358,Others,Road end at Shaora.,23.2788327,90.3336663,Z8607
,,,,,,Z8607
,,,,,,Z8607
"LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,","LRPs of Z8607 ,",Z8607
LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,Z8607
LRPS,0,Others,Start from Naria in front of Rridoy store.,23.3088611,90.4037778,Z8607
LRP001,1,Km Post,Km post missing,23.3035556,90.3981663,Z8607
LRP002,2,Km Post,Km post missing,23.2998886,90.3902219,Z8607
LRP002a,2.139,Culvert,Start of Box Culvert,23.2994163,90.3890274,Z8607
LRP002b,2.153,Culvert,End of Box Culvert,23.2993886,90.3889163,Z8607
LRP002c,2.7,Others,Start WBM road,23.295833,90.3856663,Z8607
LRP003,3,Km Post,Km post missing,23.2940552,90.3835552,Z8607
LRP003a,3.487,Culvert,Star of Box Culvert,23.2908608,90.3970552,Z8607
LRP003b,3.5,Culvert,End of Box Culvert,23.290833,90.3803049,Z8607
LRP003c,3.629,Bridge,Start of Bridge,23.2899997,90.3794716,Z8607
LRP003d,3.654,Bridge,End of Bridge,23.2898608,90.3793049,Z8607
LRP003e,3.66,Others,Start Earth road,23.2898608,90.3793049,Z8607
LRP004,4,Km Post,Km post missing,23.2908608,90.3763327,Z8607
LRP004a,4.282,Culvert,Start of Box Culvert,23.2924997,90.374416,Z8607
LRP004b,4.96,Culvert,End of Box Culvert,23.2926108,90.3743604,Z8607
LRP005,5,Km Post,Km post missing,23.2889441,90.3693327,Z8607
LRP005a,5.427,Culvert,Start of Box Culvert,23.2880274,90.3822493,Z8607
LRP005b,5.437,Culvert,End of Box Culvert,23.283333,90.3654722,Z8607
LRP005c,5.774,Culvert,Start of Box Culvert,23.2872219,90.3633611,Z8607
LRP005d,5.785,Culvert,End of Box Culvert,23.2871941,90.3633333,Z8607
LRP006,6,Km Post,Km post missing,23.2897774,90.3613889,Z8607
LRP006a,6.388,Culvert,Start of Box Culvert,23.2858052,90.3583889,Z8607
LRP006b,6.398,Culvert,End of Box Culvert,23.2858052,90.3583333,Z8607
LRP007,7,Km Post,Km post missing,23.2848052,90.3527222,Z8607
LRP007a,7.161,Culvert,Pipe Culvert,23.2852497,90.3513333,Z8607
LRP007b,7.561,Others,WBM Road Start,23.2867219,90.3478608,Z8607
LRP008,8,Km Post,Km post missing,23.2861663,90.3436663,Z8607
LRP008a,8.054,Cross Road,Z8012,23.2860552,90.3432774,Z8607
LRP008b,8.133,Others,Start Bituminous road,23.2858052,90.3426108,Z8607
LRP008c,8.259,Bridge,Start of Bridge,23.2849997,90.3415552,Z8607
LRP008d,8.358,Bridge,End of Bridge,22.2849997,90.3406663,Z8607
LRP008e,8.483,Others,Start Earth road,23.2841941,90.3399441,Z8607
LRP009,9,Km Post,Km post missing,23.2810271,90.3361663,Z8607
LRP009a,9.121,Culvert,Pipe Culvert,23.2803049,90.3353052,Z8607
LRPE,9.358,Others,Road end at Shaora.,23.2788327,90.3336663,Z8607
LRPS,0,Others,Road start from R860 at Chandra Bazar.,23.1438608,90.6594444,Z8699
LRP001,1,Km Post,Km post missing,23.1366386,90.6635,Z8699
LRP001a,1.685,Culvert,Sluice ghat,23.1305271,90.6628333,Z8699
LRP002,2,Km Post,Km post missing,23.1276104,90.6623333,Z8699
LRP003,3,Km Post,Km post missing,23.1187493,90.6598611,Z8699
LRP004,4,Km Post,Km post missing,23.1123889,90.6550278,Z8699
LRP005,5,Km Post,Km post missing,23.1122778,90.6469719,Z8699
LRP005a,5.115,Culvert,Box Culvert,23.1117778,90.6458886,Z8699
LRP005b,5.265,Culvert,Box Culvert,23.1107222,90.6454719,Z8699
LRP005c,5.662,Culvert,Box Culvert,23.10825,90.6481663,Z8699
LRP006,6,Km Post,Km post missing,23.1074167,90.6511667,Z8699
LRP007,7,Km Post,Km post missing,23.1020833,90.6583056,Z8699
LRP007a,7.052,Culvert,Box Culvert,23.1020556,90.6587778,Z8699
LRP007b,7.565,Culvert,Box Culvert,23.098583,90.662,Z8699
LRP008,8,Km Post,Km post missing,23.0953052,90.6611111,Z8699
LRP008a,8.035,Culvert,Box Culvert,23.095083,90.6605278,Z8699
LRPE,8.38,Others,"End of road with Boy,s School more Haimchar.",23.0937774,90.65675,Z8699
,,,,,,Z8699
,,,,,,Z8699
,,,,,,Z8699
,,,,,,Z8699
,,,,,,Z8699
"LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,",Z8699
LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,Z8699
LRPS,0,Others,Road start from R860 at Chandra Bazar.,23.1438608,90.6594444,Z8699
LRP001,1,Km Post,Km post missing,23.1366386,90.6635,Z8699
LRP001a,1.685,Culvert,Sluice ghat,23.1305271,90.6628333,Z8699
LRP002,2,Km Post,Km post missing,23.1276104,90.6623333,Z8699
LRP003,3,Km Post,Km post missing,23.1187493,90.6598611,Z8699
LRP004,4,Km Post,Km post missing,23.1123889,90.6550278,Z8699
LRP005,5,Km Post,Km post missing,23.1122778,90.6469719,Z8699
LRP005a,5.115,Culvert,Box Culvert,23.1117778,90.6458886,Z8699
LRP005b,5.265,Culvert,Box Culvert,23.1107222,90.6454719,Z8699
LRP005c,5.662,Culvert,Box Culvert,23.10825,90.6481663,Z8699
LRP006,6,Km Post,Km post missing,23.1074167,90.6511667,Z8699
LRP007,7,Km Post,Km post missing,23.1020833,90.6583056,Z8699
LRP007a,7.052,Culvert,Box Culvert,23.1020556,90.6587778,Z8699
LRP007b,7.565,Culvert,Box Culvert,23.098583,90.662,Z8699
LRP008,8,Km Post,Km post missing,23.0953052,90.6611111,Z8699
LRP008a,8.035,Culvert,Box Culvert,23.095083,90.6605278,Z8699
LRPE,8.38,Others,"End of road with Boy,s School more Haimchar.",23.0937774,90.65675,Z8699
,,,,,,Z8699
,,,,,,Z8699
"LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,","LRPs of Z8699 ,",Z8699
LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,Z8699
LRPS,0,Others,Road start from R860 at Chandra Bazar.,23.1438608,90.6594444,Z8699
LRP001,1,Km Post,Km post missing,23.1366386,90.6635,Z8699
LRP001a,1.685,Culvert,Sluice ghat,23.1305271,90.6628333,Z8699
LRP002,2,Km Post,Km post missing,23.1276104,90.6623333,Z8699
LRP003,3,Km Post,Km post missing,23.1187493,90.6598611,Z8699
LRP004,4,Km Post,Km post missing,23.1123889,90.6550278,Z8699
LRP005,5,Km Post,Km post missing,23.1122778,90.6469719,Z8699
LRP005a,5.115,Culvert,Box Culvert,23.1117778,90.6458886,Z8699
LRP005b,5.265,Culvert,Box Culvert,23.1107222,90.6454719,Z8699
LRP005c,5.662,Culvert,Box Culvert,23.10825,90.6481663,Z8699
LRP006,6,Km Post,Km post missing,23.1074167,90.6511667,Z8699
LRP007,7,Km Post,Km post missing,23.1020833,90.6583056,Z8699
LRP007a,7.052,Culvert,Box Culvert,23.1020556,90.6587778,Z8699
LRP007b,7.565,Culvert,Box Culvert,23.098583,90.662,Z8699
LRP008,8,Km Post,Km post missing,23.0953052,90.6611111,Z8699
LRP008a,8.035,Culvert,Box Culvert,23.095083,90.6605278,Z8699
LRPE,8.38,Others,"End of road with Boy,s School more Haimchar.",23.0937774,90.65675,Z8699
LRPS,0,Others,"Start of road at Rajapur Medical more and Intersect with R870 Rajapur,Jhalokati.",22.5704993,90.1359163,Z8702
LRP001,0.01,Km Post,Khulna 66 km,22.5705549,90.135833,Z8702
LRP001a,0.76,Culvert,Box culvert,22.5719438,90.128916,Z8702
LRP002,1.01,Km Post,Pirojpur 14 km,22.5732771,90.1269716,Z8702
LRP002a,1.348,Culvert,Box Culvert start,22.5747216,90.1241938,Z8702
LRP002b,1.376,Culvert,Box Culvert end,22.5747493,90.1239716,Z8702
LRP003,2.01,Km Post,Khulna 64 km,22.5772216,90.1186382,Z8702
LRP003a,2.12,Culvert,Box culvert,22.5774993,90.1175549,Z8702
LRP003b,2.655,Culvert,Box culvert,22.5777493,90.11225,Z8702
LRP004,3.01,Km Post,Pirojpur 12 km,22.5778604,90.1089167,Z8702
LRP004a,3.366,Culvert,Box culvert,22.5783604,90.1061389,Z8702
LRP004b,3.953,Culvert,Box culvert,22.5802216,90.1002778,Z8702
LRP005,4.01,Km Post,Km post missing,22.580416,90.0994719,Z8702
LRP005a,4.165,Culvert,Box culvert,22.5808604,90.0986386,Z8702
LRP005b,4.8,"Side Road, Right",Z-8717 to Kawkhali,22.5824993,90.0922219,Z8702
LRP005c,4.875,Bridge,Baily Bridge start,22.5822216,90.0917219,Z8702
LRP005d,4.89,Bridge,Baily Bridge end,22.5821104,90.0913886,Z8702
LRP005e,4.896,"Side Road, Left",Z8717 to Bhandaria,22.5820827,90.091333,Z8702
LRP006,5.01,Km Post,Khulna 61 km,22.581666,90.0905552,Z8702
LRP006a,5.37,Culvert,Box culvert,22.5818049,90.0869441,Z8702
LRP006b,5.914,Culvert,Box culvert,22.5819438,90.0815549,Z8702
LRP007,5.97,Km Post,Pirojpur 9 km,22.5827493,90.081166,Z8702
LRP007a,6.63,Bridge,Baily bridge start,22.5819716,90.0750271,Z8702
LRP007b,6.67,Bridge,Baily bridge end,22.581666,90.0749438,Z8702
LRP008,7.03,Km Post,Khulna 59 km,22.5805827,90.071166,Z8702
LRP008a,7.068,Culvert,R.C.C culvert,22.5804993,90.0708882,Z8702
LRP009,8.03,Km Post,Km post missing,22.5788049,90.0616389,Z8702
LRP009a,8.566,Bridge,Baily bridge start,22.5778049,90.0569444,Z8702
LRP009b,8.591,Bridge,Baily bridge end/ Start of Pirojpur Division,22.5775271,90.0567222,Z8702
LRP009b,8.591,Bridge,Baily bridge end/ Start of Pirojpur Division,22.5775271,90.0567222,Z8702
LRP009c,8.84,Cross Road,Z8713,22.5763882,90.0545,Z8702
LRP010,9.03,Km Post,Khulna 57 km,22.5753327,90.0528056,Z8702
LRP010a,9.055,Bridge,Baily bridge start,22.5752771,90.0527778,Z8702
LRP010b,9.08,Bridge,Baily bridge end,22.5752493,90.0525556,Z8702
LRP010c,9.307,Bridge,Baily bridge start,22.5751938,90.0505,Z8702
LRP010d,9.326,Bridge,Baily bridge end,22.5747216,90.0503611,Z8702
LRP010e,9.689,Culvert,Box culvert,22.5733604,90.0472219,Z8702
LRP010f,9.828,Culvert,Box culvert,22.5729438,90.0443608,Z8702
LRP011,10.03,Km Post,Km post missing,22.5731938,90.0436941,Z8702
LRP011a,10.04,Culvert,Box culvert,22.5729993,90.0414997,Z8702
LRP011b,10.576,Culvert,Box culvert,22.5729993,90.0389997,Z8702
LRP012,10.948,Km Post,Khulna 54 km,22.5750549,90.0350552,Z8702
LRP012a,11.085,Others,Bekutia Ferry Ghat Start,22.5749993,90.0336108,Z8702
LRP013,11.948,Km Post,In between River,0,0,Z8702
LRP013a,12.466,Others,Bekutia Ferry Ghat End,22.5845552,90.0259993,Z8702
LRP013b,12.783,Culvert,Box culvert,22.5843886,90.023416,Z8702
LRP014,12.948,Km Post,Km post missing,22.5846386,90.0213049,Z8702
LRP014a,13.63,Culvert,Box culvert,22.5854997,90.0145833,Z8702
LRP015,13.948,Km Post,Km post missing,22.5864997,90.0115833,Z8702
LRP015a,13.984,Culvert,Box culvert,22.586583,90.0113611,Z8702
LRPE,14.648,Others,End of road at By pass more and meet with Z7709.,22.589333,90.0057778,Z8702
,,,,,,Z8702
,,,,,,Z8702
,,,,,,Z8702
,,,,,,Z8702
,,,,,,Z8702
"LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,",Z8702
LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,Z8702
LRPS,0,Others,"Start of road at Rajapur Medical more and Intersect with R870 Rajapur,Jhalokati.",22.5704993,90.1359163,Z8702
LRP001,0.01,Km Post,Khulna 66 km,22.5705549,90.135833,Z8702
LRP001a,0.76,Culvert,Box culvert,22.5719438,90.128916,Z8702
LRP002,1.01,Km Post,Pirojpur 14 km,22.5732771,90.1269716,Z8702
LRP002a,1.348,Culvert,Box Culvert start,22.5747216,90.1241938,Z8702
LRP002b,1.376,Culvert,Box Culvert end,22.5747493,90.1239716,Z8702
LRP003,2.01,Km Post,Khulna 64 km,22.5772216,90.1186382,Z8702
LRP003a,2.12,Culvert,Box culvert,22.5774993,90.1175549,Z8702
LRP003b,2.655,Culvert,Box culvert,22.5777493,90.11225,Z8702
LRP004,3.01,Km Post,Pirojpur 12 km,22.5778604,90.1089167,Z8702
LRP004a,3.366,Culvert,Box culvert,22.5783604,90.1061389,Z8702
LRP004b,3.953,Culvert,Box culvert,22.5802216,90.1002778,Z8702
LRP005,4.01,Km Post,Km post missing,22.580416,90.0994719,Z8702
LRP005a,4.165,Culvert,Box culvert,22.5808604,90.0986386,Z8702
LRP005b,4.8,"Side Road, Right",Z-8717 to Kawkhali,22.5824993,90.0922219,Z8702
LRP005c,4.875,Bridge,Baily Bridge start,22.5822216,90.0917219,Z8702
LRP005d,4.89,Bridge,Baily Bridge end,22.5821104,90.0913886,Z8702
LRP005e,4.896,"Side Road, Left",Z8717 to Bhandaria,22.5820827,90.091333,Z8702
LRP006,5.01,Km Post,Khulna 61 km,22.581666,90.0905552,Z8702
LRP006a,5.37,Culvert,Box culvert,22.5818049,90.0869441,Z8702
LRP006b,5.914,Culvert,Box culvert,22.5819438,90.0815549,Z8702
LRP007,5.97,Km Post,Pirojpur 9 km,22.5827493,90.081166,Z8702
LRP007a,6.63,Bridge,Baily bridge start,22.5819716,90.0750271,Z8702
LRP007b,6.67,Bridge,Baily bridge end,22.581666,90.0749438,Z8702
LRP008,7.03,Km Post,Khulna 59 km,22.5805827,90.071166,Z8702
LRP008a,7.068,Culvert,R.C.C culvert,22.5804993,90.0708882,Z8702
LRP009,8.03,Km Post,Km post missing,22.5788049,90.0616389,Z8702
LRP009a,8.566,Bridge,Baily bridge start,22.5778049,90.0569444,Z8702
LRP009b,8.591,Bridge,Baily bridge end/ Start of Pirojpur Division,22.5775271,90.0567222,Z8702
LRP009b,8.591,Bridge,Baily bridge end/ Start of Pirojpur Division,22.5775271,90.0567222,Z8702
LRP009c,8.84,Cross Road,Z8713,22.5763882,90.0545,Z8702
LRP010,9.03,Km Post,Khulna 57 km,22.5753327,90.0528056,Z8702
LRP010a,9.055,Bridge,Baily bridge start,22.5752771,90.0527778,Z8702
LRP010b,9.08,Bridge,Baily bridge end,22.5752493,90.0525556,Z8702
LRP010c,9.307,Bridge,Baily bridge start,22.5751938,90.0505,Z8702
LRP010d,9.326,Bridge,Baily bridge end,22.5747216,90.0503611,Z8702
LRP010e,9.689,Culvert,Box culvert,22.5733604,90.0472219,Z8702
LRP010f,9.828,Culvert,Box culvert,22.5729438,90.0443608,Z8702
LRP011,10.03,Km Post,Km post missing,22.5731938,90.0436941,Z8702
LRP011a,10.04,Culvert,Box culvert,22.5729993,90.0414997,Z8702
LRP011b,10.576,Culvert,Box culvert,22.5729993,90.0389997,Z8702
LRP012,10.948,Km Post,Khulna 54 km,22.5750549,90.0350552,Z8702
LRP012a,11.085,Others,Bekutia Ferry Ghat Start,22.5749993,90.0336108,Z8702
LRP013,11.948,Km Post,In between River,0,0,Z8702
LRP013a,12.466,Others,Bekutia Ferry Ghat End,22.5845552,90.0259993,Z8702
LRP013b,12.783,Culvert,Box culvert,22.5843886,90.023416,Z8702
LRP014,12.948,Km Post,Km post missing,22.5846386,90.0213049,Z8702
LRP014a,13.63,Culvert,Box culvert,22.5854997,90.0145833,Z8702
LRP015,13.948,Km Post,Km post missing,22.5864997,90.0115833,Z8702
LRP015a,13.984,Culvert,Box culvert,22.586583,90.0113611,Z8702
LRPE,14.648,Others,End of road at By pass more and meet with Z7709.,22.589333,90.0057778,Z8702
,,,,,,Z8702
,,,,,,Z8702
"LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,","LRPs of Z8702 ,",Z8702
LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,Z8702
LRPS,0,Others,"Start of road at Rajapur Medical more and Intersect with R870 Rajapur,Jhalokati.",22.5704993,90.1359163,Z8702
LRP001,0.01,Km Post,Khulna 66 km,22.5705549,90.135833,Z8702
LRP001a,0.76,Culvert,Box culvert,22.5719438,90.128916,Z8702
LRP002,1.01,Km Post,Pirojpur 14 km,22.5732771,90.1269716,Z8702
LRP002a,1.348,Culvert,Box Culvert start,22.5747216,90.1241938,Z8702
LRP002b,1.376,Culvert,Box Culvert end,22.5747493,90.1239716,Z8702
LRP003,2.01,Km Post,Khulna 64 km,22.5772216,90.1186382,Z8702
LRP003a,2.12,Culvert,Box culvert,22.5774993,90.1175549,Z8702
LRP003b,2.655,Culvert,Box culvert,22.5777493,90.11225,Z8702
LRP004,3.01,Km Post,Pirojpur 12 km,22.5778604,90.1089167,Z8702
LRP004a,3.366,Culvert,Box culvert,22.5783604,90.1061389,Z8702
LRP004b,3.953,Culvert,Box culvert,22.5802216,90.1002778,Z8702
LRP005,4.01,Km Post,Km post missing,22.580416,90.0994719,Z8702
LRP005a,4.165,Culvert,Box culvert,22.5808604,90.0986386,Z8702
LRP005b,4.8,"Side Road, Right",Z-8717 to Kawkhali,22.5824993,90.0922219,Z8702
LRP005c,4.875,Bridge,Baily Bridge start,22.5822216,90.0917219,Z8702
LRP005d,4.89,Bridge,Baily Bridge end,22.5821104,90.0913886,Z8702
LRP005e,4.896,"Side Road, Left",Z8717 to Bhandaria,22.5820827,90.091333,Z8702
LRP006,5.01,Km Post,Khulna 61 km,22.581666,90.0905552,Z8702
LRP006a,5.37,Culvert,Box culvert,22.5818049,90.0869441,Z8702
LRP006b,5.914,Culvert,Box culvert,22.5819438,90.0815549,Z8702
LRP007,5.97,Km Post,Pirojpur 9 km,22.5827493,90.081166,Z8702
LRP007a,6.63,Bridge,Baily bridge start,22.5819716,90.0750271,Z8702
LRP007b,6.67,Bridge,Baily bridge end,22.581666,90.0749438,Z8702
LRP008,7.03,Km Post,Khulna 59 km,22.5805827,90.071166,Z8702
LRP008a,7.068,Culvert,R.C.C culvert,22.5804993,90.0708882,Z8702
LRP009,8.03,Km Post,Km post missing,22.5788049,90.0616389,Z8702
LRP009a,8.566,Bridge,Baily bridge start,22.5778049,90.0569444,Z8702
LRP009b,8.591,Bridge,Baily bridge end/ Start of Pirojpur Division,22.5775271,90.0567222,Z8702
LRP009b,8.591,Bridge,Baily bridge end/ Start of Pirojpur Division,22.5775271,90.0567222,Z8702
LRP009c,8.84,Cross Road,Z8713,22.5763882,90.0545,Z8702
LRP010,9.03,Km Post,Khulna 57 km,22.5753327,90.0528056,Z8702
LRP010a,9.055,Bridge,Baily bridge start,22.5752771,90.0527778,Z8702
LRP010b,9.08,Bridge,Baily bridge end,22.5752493,90.0525556,Z8702
LRP010c,9.307,Bridge,Baily bridge start,22.5751938,90.0505,Z8702
LRP010d,9.326,Bridge,Baily bridge end,22.5747216,90.0503611,Z8702
LRP010e,9.689,Culvert,Box culvert,22.5733604,90.0472219,Z8702
LRP010f,9.828,Culvert,Box culvert,22.5729438,90.0443608,Z8702
LRP011,10.03,Km Post,Km post missing,22.5731938,90.0436941,Z8702
LRP011a,10.04,Culvert,Box culvert,22.5729993,90.0414997,Z8702
LRP011b,10.576,Culvert,Box culvert,22.5729993,90.0389997,Z8702
LRP012,10.948,Km Post,Khulna 54 km,22.5750549,90.0350552,Z8702
LRP012a,11.085,Others,Bekutia Ferry Ghat Start,22.5749993,90.0336108,Z8702
LRP013,11.948,Km Post,In between River,0,0,Z8702
LRP013a,12.466,Others,Bekutia Ferry Ghat End,22.5845552,90.0259993,Z8702
LRP013b,12.783,Culvert,Box culvert,22.5843886,90.023416,Z8702
LRP014,12.948,Km Post,Km post missing,22.5846386,90.0213049,Z8702
LRP014a,13.63,Culvert,Box culvert,22.5854997,90.0145833,Z8702
LRP015,13.948,Km Post,Km post missing,22.5864997,90.0115833,Z8702
LRP015a,13.984,Culvert,Box culvert,22.586583,90.0113611,Z8702
LRPE,14.648,Others,End of road at By pass more and meet with Z7709.,22.589333,90.0057778,Z8702
LRPS,0,Others,Start of road at Satpakhia more & Intersect with R870 Nalcity Jhalokati.,22.6613056,90.2608333,Z8709
LRPSa,0.04,Culvert,box culvert,22.6611389,90.2611667,Z8709
LRPSa,0.04,Culvert,Box Culvert,22.6611389,90.2611667,Z8709
LRPSb,0.245,Culvert,culvert,22.6596667,90.2623333,Z8709
LRPSb,0.245,Culvert,Box Culvert,22.6596667,90.2623333,Z8709
LRPSc,0.39,Culvert,culvert,22.6586667,90.2632222,Z8709
LRPSc,0.39,Culvert,Box Culvert,22.6586667,90.2632222,Z8709
LRPSd,0.622,Culvert,box culvert,22.6567778,90.2640556,Z8709
LRPSd,0.622,Culvert,Box Culvert,22.6567778,90.2640556,Z8709
LRPSe,0.86,Culvert,box culvert,22.6547778,90.26475,Z8709
LRPSe,0.86,Culvert,Box Culvert,22.6547778,90.26475,Z8709
LRPSf,0.932,Culvert,box culvert,22.6541111,90.2651111,Z8709
LRPSf,0.932,Culvert,Box Culvert,22.6541111,90.265,Z8709
LRP001,1,Km Post,kmpost missing,22.6535,90.2649722,Z8709
LRP001,1,Km Post,Km post missing,22.6535,90.2649722,Z8709
LRP001a,1.152,Culvert,,22.6522222,90.2645,Z8709
LRP001a,1.152,Culvert,Box Culvert,22.6513889,90.2645,Z8709
LRP001b,1.249,Culvert,culvert,22.6513333,90.2642222,Z8709
LRP001b,1.249,Culvert,Box Culvert,22.6513333,90.2642222,Z8709
LRP001c,1.494,Culvert,culvert,22.6494163,90.2633333,Z8709
LRP001c,1.494,Culvert,Box Culvert,22.6494163,90.2633333,Z8709
LRP001d,1.668,Culvert,culvert,22.6479997,90.26275,Z8709
LRP001d,1.668,Culvert,Box Culvert,22.6479997,90.2625556,Z8709
LRP002,1.95,Km Post,nadchity50km,22.6455274,90.2624444,Z8709
LRP002,1.99,Km Post,Nalcity 1.50 km,22.6455274,90.2624444,Z8709
LRP002a,2.106,Others,stpakiaferry gant stant,22.6442219,90.2628611,Z8709
LRP002a,2.12,Others,Ferry ghat start,22.6442219,90.2628611,Z8709
LRP002b,2.53,Others,Ferry ghat end,22.639333,90.265,Z8709
LRP002b,2.908,Others,nadchity fry ghat end,22.6391663,90.265,Z8709
LRP003,2.95,Km Post,km post missing,22.6375552,90.2656111,Z8709
LRP003,3.127,Km Post,Infor.missing,22.6374997,90.2651111,Z8709
LRPE,3.464,Others,"End of road at Nalcity and meet with Z8054,Jhalokati.",22.6349997,90.2672216,Z8709
